Rk,Player,Age,Pos,MP,TRB,AST,STL,BLK,TOV,PTS,Player-additional
115,Dyson Daniels,21,SG,2571,6.3,4.7,3.2,0.8,2.2,15.0,daniedy01
116,N'Faly Dante,23,C,51,14.8,1.4,0.7,3.5,1.4,16.9,nfalyda01
117,Anthony Davis,31,C,1706,12.5,3.8,1.2,2.3,2.4,26.6,davisan02
118,Johnny Davis,22,SG,242,5.7,1.6,2.2,0.9,1.0,11.9,davisjo06
119,Terence Davis,27,SG,8,4.5,4.5,0.0,0.0,0.0,0.0,daviste02
120,JD Davison,22,PG,93,5.0,5.0,1.9,0.4,5.0,12.8,davisjd01
121,RayJ Dennis,23,PG,70,6.2,7.2,3.6,1.0,2.6,15.4,dennira01
122,DeMar DeRozan,35,SF,2768,3.9,4.4,0.8,0.4,1.4,22.2,derozde01
123,Moussa Diabate,23,C,1241,12.7,1.6,1.3,1.2,1.8,11.7,diabamo01
124,Gradey Dick,21,SG,1587,4.4,2.2,1.1,0.2,1.9,17.6,dickgr01
125,Ousmane Dieng,21,C,405,7.2,2.8,1.5,0.6,1.6,12.6,diengou01
126,Rob Dillingham,20,PG,516,3.5,6.8,1.4,0.1,3.7,15.3,dilliro01
127,Spencer Dinwiddie,31,PG,2136,3.5,5.9,1.2,0.3,1.7,14.7,dinwisp01
128,Donte DiVincenzo,28,SG,1606,5.1,5.0,1.6,0.4,2.2,16.2,divindo01
129,Luka Doncic,25,PG,1769,8.3,7.8,1.8,0.4,3.6,28.7,doncilu01
130,Luguentz Dort,25,SF,2073,5.1,2.0,1.4,0.7,0.9,12.5,dortlu01
131,Ayo Dosunmu,25,SG,1394,4.2,5.4,1.1,0.5,1.8,14.6,dosunay01
132,Jeff Dowtin Jr.,27,PG,621,3.5,4.5,1.4,0.7,0.9,16.5,dowtije01
133,PJ Dozier,28,SG,35,5.1,5.1,1.0,0.0,1.0,7.2,doziepj01
134,Andre Drummond,31,C,751,14.9,1.6,1.9,0.9,2.6,14.0,drumman01
135,Chris Duarte,27,SG,74,9.7,4.4,0.0,0.0,0.5,17.5,duartch01
136,Alex Ducas,24,SG,125,7.5,1.4,1.4,0.0,1.2,10.4,ducasal01
137,David Duke Jr.,25,SG,34,5.3,4.2,1.1,0.0,2.1,16.9,dukeda01
138,Kris Dunn,30,PG,1783,5.1,4.2,2.6,0.5,1.5,9.6,dunnkr01
139,Ryan Dunn,22,SF,1410,6.8,1.5,1.1,1.0,1.0,13.0,dunnry01
140,Kevin Durant,36,PF,2265,5.9,4.2,0.8,1.2,3.0,26.2,duranke01
141,Jalen Duren,21,C,2034,14.3,3.7,1.0,1.6,2.4,16.2,durenja01
142,Tari Eason,23,PF,1420,9.2,2.1,2.5,1.3,1.6,17.4,easonta01
143,Zach Edey,22,C,1416,13.9,1.7,0.9,2.2,2.2,15.5,edeyza01
144,Anthony Edwards,23,SG,2871,5.6,4.5,1.1,0.6,3.1,27.3,edwaran01
145,Jesse Edwards,24,C,5,0.0,7.2,0.0,0.0,0.0,0.0,edwarje01
146,Justin Edwards,21,SF,1155,4.6,2.2,1.4,0.5,1.5,13.9,edwarju01
147,Kessler Edwards,24,SF,608,6.8,2.5,1.1,1.2,0.9,9.9,edwarke02
148,Keon Ellis,25,SG,1948,3.9,2.2,2.2,1.2,1.3,12.3,elliske01
149,Joel Embiid,30,C,574,9.7,5.3,0.9,1.1,3.9,28.3,embiijo01
150,Tyson Etienne,25,PG,151,2.1,2.9,0.7,0.2,1.9,13.1,etienty01
151,Drew Eubanks,27,C,746,10.9,2.6,0.6,1.9,2.0,13.5,eubandr01
152,Tosan Evbuomwan,23,SF,665,6.5,3.0,1.3,0.5,2.1,14.5,evbuoto01
153,Dante Exum,29,PG,372,3.2,5.4,1.2,0.3,2.1,16.8,exumda01
154,Bruno Fernando,26,C,147,12.5,4.4,1.0,2.2,3.4,14.2,fernabr01
155,Kyle Filipowski,21,C,1522,10.4,3.3,1.1,0.5,2.4,16.3,filipky01
156,Dorian Finney-Smith,31,PF,1818,4.9,1.8,1.1,0.5,1.1,10.9,finnedo01
157,Adam Flagler,25,SG,203,4.8,2.1,1.4,0.5,0.7,11.5,flaglad01
158,Trentyn Flowers,19,SF,27,5.3,0.0,0.0,0.0,1.3,14.7,flowetr01
159,Malachi Flynn,26,PG,44,5.7,5.7,2.5,0.0,3.3,13.1,flynnma01
160,Simone Fontecchio,29,SF,1237,6.3,1.9,0.9,0.3,1.6,13.0,fontesi01
161,De'Aaron Fox,27,PG,2241,4.8,6.3,1.5,0.4,2.8,23.4,foxde01
162,Enrique Freeman,24,PF,181,6.0,1.8,0.6,0.6,1.2,9.1,freemen01
163,Markelle Fultz,26,PG,184,3.9,5.3,2.0,0.4,2.9,11.9,fultzma01
164,Johnny Furphy,20,SG,379,6.7,1.8,1.7,1.0,1.1,9.8,furphjo01
165,Daniel Gafford,26,C,1226,11.4,2.3,0.7,3.0,1.9,20.6,gaffoda01
166,Darius Garland,25,PG,2301,3.3,7.9,1.4,0.2,3.0,24.2,garlada01
167,Marcus Garrett,26,SG,79,2.7,5.9,1.4,0.9,2.7,12.8,garrema01
168,Luka Garza,26,C,219,8.9,1.8,1.0,0.5,2.0,22.7,garzalu01
169,Keyonte George,21,PG,2109,4.3,6.4,0.8,0.2,3.1,19.2,georgke01
170,Kyshawn George,21,SG,1802,5.7,3.4,1.4,1.0,1.9,11.8,georgky01
171,Paul George,34,PF,1334,5.9,4.8,2.0,0.5,2.9,17.9,georgpa01
172,Taj Gibson,39,C,409,10.6,1.8,0.8,1.6,2.2,9.4,gibsota01
173,Josh Giddey,22,PG,2117,9.6,8.6,1.4,0.8,3.4,17.4,giddejo01
174,Shai Gilgeous-Alexander,26,PG,2598,5.3,6.7,1.8,1.1,2.5,34.4,gilgesh01
175,Anthony Gill,32,PF,397,6.0,1.5,0.8,0.2,0.9,11.7,gillan01
176,Collin Gillespie,25,PG,461,6.1,6.1,1.6,0.4,1.3,15.1,gilleco01
177,Rudy Gobert,32,C,2388,11.8,1.9,0.8,1.6,1.3,13.1,goberru01
178,Jordan Goodwin,26,PG,543,7.4,2.8,2.0,0.7,1.7,10.7,goodwjo01
179,Aaron Gordon,29,PF,1447,6.1,4.1,0.6,0.3,1.8,18.6,gordoaa01
180,Eric Gordon,36,SG,768,2.2,3.0,1.2,0.6,1.3,12.5,gordoer01
181,Jazian Gortman,21,PG,57,3.2,3.8,1.3,0.6,3.2,15.2,gortmja01
182,Jerami Grant,30,PF,1524,3.9,2.4,1.0,1.1,1.5,16.0,grantje01
183,A.J. Green,25,SG,1659,3.8,2.3,0.8,0.2,0.9,11.7,greenaj01
184,Draymond Green,34,PF,1983,7.5,7.0,1.8,1.3,3.2,11.1,greendr01
185,Jalen Green,22,SG,2697,5.0,3.8,0.9,0.4,2.7,23.0,greenja05
186,Javonte Green,31,SG,1258,6.2,1.6,1.9,0.9,0.9,9.9,greenja02
187,Jeff Green,38,PF,396,5.3,1.8,0.5,0.4,0.8,15.6,greenje02
188,Josh Green,24,SG,1887,3.3,2.1,1.4,0.3,1.3,9.7,greenjo02
189,Quentin Grimes,24,SG,2013,5.8,4.1,1.3,0.4,2.5,19.5,grimequ01
190,Mouhamed Gueye,22,PF,533,9.4,1.8,1.9,2.2,1.0,13.3,gueyemo02
191,Rui Hachimura,26,PF,1869,5.7,1.6,0.9,0.5,0.9,14.9,hachiru01
192,Tyrese Haliburton,24,PG,2451,3.8,9.9,1.5,0.7,1.8,20.0,halibty01
193,PJ Hall,22,C,66,12.0,2.2,0.0,2.2,1.1,18.0,hallpj01
194,Tim Hardaway Jr.,32,SG,2153,3.1,2.1,0.6,0.1,0.8,14.1,hardati02
195,James Harden,35,PG,2789,5.9,8.9,1.5,0.7,4.4,23.3,hardeja01
196,Jaden Hardy,22,SG,907,3.5,3.2,1.1,0.2,3.3,19.7,hardyja02
197,Elijah Harkless,24,SG,138,5.5,2.1,2.6,0.3,0.8,8.3,harklej01
198,Ron Harper Jr.,24,SF,17,14.8,4.2,0.0,0.0,0.0,8.5,harpero02
199,Gary Harris,30,SG,711,3.2,1.5,1.3,0.6,0.9,7.3,harriga01
200,Tobias Harris,32,PF,2305,6.7,2.5,1.2,0.9,1.3,15.6,harrito02
201,Josh Hart,29,SG,2897,9.2,5.6,1.5,0.3,2.0,13.1,hartjo01
202,Isaiah Hartenstein,26,C,1590,13.8,5.0,1.1,1.4,2.2,14.4,harteis01
203,Sam Hauser,27,PF,1541,5.2,1.5,1.0,0.3,0.5,14.1,hausesa01
204,Jordan Hawkins,22,SG,1321,4.3,1.8,0.8,0.6,1.6,16.5,hawkijo01
205,Jaxson Hayes,24,C,1093,8.9,1.9,1.0,1.7,1.4,12.6,hayesja02
206,Killian Hayes,23,PG,162,4.0,6.9,0.9,0.9,2.0,12.0,hayeski01
207,Scoot Henderson,20,PG,1759,4.1,6.9,1.4,0.3,3.6,17.1,hendesc01
208,Taylor Hendricks,21,PF,75,7.2,1.0,2.4,1.9,1.0,6.7,hendrta01
209,Tyler Herro,25,SG,2725,5.3,5.6,0.9,0.2,2.6,24.3,herroty01
210,Buddy Hield,32,SG,1863,5.1,2.6,1.3,0.4,1.8,17.6,hieldbu01
211,Haywood Highsmith,28,SF,1818,5.0,2.2,1.3,0.7,1.1,9.5,highsha01
212,Aaron Holiday,28,PG,792,3.5,3.8,0.9,0.5,1.7,15.5,holidaa01
213,Jrue Holiday,34,PG,1896,5.0,4.5,1.3,0.5,1.5,13.0,holidjr01
214,Ron Holland,19,SF,1266,6.2,2.3,1.4,0.5,2.0,14.8,hollaro01
215,Richaun Holmes,31,PF,534,11.9,2.8,0.6,1.6,1.4,15.5,holmeri01
216,Chet Holmgren,22,C,877,10.5,2.6,0.9,2.9,2.3,19.7,holmgch01
217,Jalen Hood-Schifino,21,SG,315,3.1,4.2,0.6,0.8,2.1,12.1,hoodsja01
218,Al Horford,38,C,1659,8.0,2.8,0.8,1.1,1.0,11.7,horfoal01
219,Talen Horton-Tucker,24,SG,724,5.0,4.1,1.0,0.5,2.0,18.8,hortota01
220,Caleb Houstan,22,SF,788,3.4,1.6,1.0,0.3,0.6,10.9,houstca01
221,Jett Howard,21,SF,701,3.6,2.3,0.7,0.6,1.8,13.7,howarje01
222,Kevin Huerter,26,SG,1679,4.4,3.3,1.4,0.5,1.4,14.6,huertke01
223,Jay Huff,26,C,748,6.2,1.8,0.8,2.7,1.6,21.1,huffja01
224,Ariel Hukporti,22,C,217,8.5,1.8,0.2,2.5,3.5,8.0,hukpoar01
225,De'Andre Hunter,27,SF,1740,5.3,1.9,1.0,0.3,1.7,22.5,huntede01
226,Bones Hyland,24,PG,239,3.8,4.8,2.7,0.6,3.8,22.4,hylanbo01
227,Oso Ighodaro,22,PF,1045,7.6,2.4,1.0,1.0,1.3,8.8,ighodos01
228,Joe Ingles,37,SF,114,3.5,7.3,0.6,0.0,2.8,4.7,inglejo01
229,Brandon Ingram,27,SF,595,6.1,5.6,1.0,0.7,4.2,24.2,ingrabr01
230,Harrison Ingram,22,SF,35,9.3,3.1,3.1,0.0,1.0,4.1,ingraha01
231,Kyrie Irving,32,SG,1804,4.8,4.6,1.3,0.5,2.2,24.6,irvinky01
232,Jonathan Isaac,27,PF,1090,10.4,1.3,2.0,2.6,1.1,12.6,isaacjo01
233,Jaden Ivey,22,SG,898,5.0,4.8,1.1,0.4,3.6,21.2,iveyja01
234,Andre Jackson Jr.,23,SG,980,6.7,3.0,1.2,0.5,2.1,8.4,jacksan01
235,GG Jackson II,20,PF,459,7.2,2.3,0.9,0.4,2.4,16.4,jacksgg01
236,Isaiah Jackson,23,C,84,12.0,2.1,1.3,3.4,2.1,15.0,jacksis01
237,Jaren Jackson Jr.,25,C,2207,6.8,2.4,1.5,1.8,2.5,26.8,jacksja02
238,Quenton Jackson,26,PG,381,4.2,5.0,2.0,0.5,1.5,15.3,jacksqu01
239,Reggie Jackson,34,PG,384,3.9,4.2,1.5,0.3,1.6,12.7,jacksre01
240,Trayce Jackson-Davis,24,C,967,11.6,3.9,0.9,1.4,1.7,15.2,jackstr02
241,Bronny James,20,SG,181,3.6,4.4,1.8,0.6,2.6,12.3,jamesbr02
242,LeBron James,40,SF,2444,8.0,8.5,1.0,0.6,3.8,25.2,jamesle01
243,Jaime Jaquez Jr.,23,SF,1368,7.6,4.4,1.6,0.4,2.6,15.0,jaqueja01
244,DaQuan Jeffries,27,SG,1071,4.5,1.8,0.9,0.8,1.2,10.6,jeffrda01
245,Trey Jemison,25,C,392,9.6,1.5,0.8,1.4,2.2,8.7,jemistr01
246,Daniss Jenkins,23,PG,23,3.1,4.7,0.0,0.0,1.6,11.0,jenkida01
247,Ty Jerome,27,SG,1392,4.5,6.1,2.0,0.1,2.4,22.7,jeromty01
248,Isaiah Joe,25,SG,1604,4.4,2.7,1.1,0.2,0.9,17.0,joeis01
249,AJ Johnson,20,SG,639,3.3,4.3,0.7,0.2,2.0,12.4,johnsaj01
250,Cameron Johnson,28,PF,1800,4.9,3.9,1.1,0.5,2.0,21.4,johnsca02
251,Jalen Johnson,23,SF,1284,10.1,5.1,1.6,1.0,3.0,19.1,johnsja05
252,James Johnson,37,PF,37,5.8,3.9,0.0,1.9,3.9,7.8,johnsja01
253,Keldon Johnson,25,SF,1838,7.3,2.4,1.0,0.4,1.5,19.2,johnske04
254,Keon Johnson,22,SG,1925,5.6,3.3,1.5,0.6,2.2,15.7,johnske07
255,Keshad Johnson,23,SF,98,10.3,1.5,1.8,1.5,1.5,15.8,johnske10
256,Nikola Jokic,29,C,2571,12.5,10.0,1.8,0.6,3.2,29.0,jokicni01
257,Colby Jones,22,SG,515,6.1,3.1,1.8,0.9,1.6,11.0,jonesco02
258,Derrick Jones Jr.,27,SF,1873,5.1,1.2,1.5,0.6,1.3,15.0,jonesde02
259,Dillon Jones,23,SF,551,7.9,3.8,1.0,0.3,1.8,8.8,jonesdi01
260,Herbert Jones,26,SF,648,4.3,3.6,2.1,0.5,1.9,11.4,joneshe01
261,Isaac Jones,24,PF,304,6.8,1.4,0.6,1.2,1.9,15.9,jonesis01
262,Kai Jones,24,C,468,9.6,1.9,1.2,1.8,1.4,15.2,joneska01
263,Mason Jones,26,SG,45,7.2,8.8,0.0,0.8,0.8,18.4,jonesma05
264,Spencer Jones,23,SF,125,4.9,1.4,1.4,1.4,1.4,7.5,jonessp01
265,Tre Jones,25,PG,905,4.6,7.6,1.5,0.4,1.4,13.1,jonestr01
266,Tyus Jones,28,PG,2174,3.2,7.1,1.1,0.1,1.5,13.7,jonesty01
267,DeAndre Jordan,36,C,691,14.8,2.8,0.8,1.4,2.1,10.9,jordade01
268,Cory Joseph,33,PG,612,4.4,4.2,1.5,0.2,1.1,10.4,josepco01
269,Nikola Jovic,21,PF,1156,5.6,4.1,1.2,0.4,1.9,15.4,jovicni01
270,Johnny Juzang,23,SG,1270,5.2,1.9,1.1,0.2,1.0,16.2,juzanjo01
271,Yuki Kawamura,23,PG,93,4.6,7.4,0.8,0.0,1.9,13.9,kawamyu01
272,Kylor Kelley,27,C,126,11.1,1.4,0.3,0.9,1.1,9.7,kelleky01
273,Luke Kennard,28,SG,1472,4.5,5.3,1.2,0.1,1.8,14.1,kennalu01
274,Walker Kessler,23,C,1740,14.6,2.0,0.7,2.9,1.8,13.3,kesslwa01
275,Braxton Key,27,SF,11,6.5,0.0,6.5,0.0,3.3,9.8,keybr01
276,Corey Kispert,25,SF,1602,4.1,2.3,0.6,0.3,1.4,15.8,kispeco01
277,Maxi Kleber,33,PF,637,5.4,2.4,0.5,1.0,1.3,5.8,klebima01
278,Bobi Klintman,21,SF,42,6.0,6.0,1.7,0.9,0.9,12.9,klintbo01
279,Dalton Knecht,23,SF,1494,5.2,1.6,0.6,0.2,0.9,17.0,knechda01
280,Kevin Knox,25,SF,84,7.3,2.1,0.9,1.7,1.7,19.7,knoxke01
281,Tyler Kolek,23,PG,296,3.3,8.5,1.5,0.5,2.2,9.9,kolekty01
282,Christian Koloko,24,C,342,9.7,1.7,0.8,1.7,1.3,9.5,kolokch01
283,John Konchar,28,SG,558,9.7,2.7,1.9,0.9,1.0,7.2,konchjo01
284,Luke Kornet,29,C,1361,10.3,3.1,1.0,1.9,0.8,11.7,kornelu01
285,Vit Krejci,24,PG,1153,4.9,4.6,1.1,0.8,1.6,12.9,krejcvi01
286,Jonathan Kuminga,22,PF,1144,6.8,3.3,1.2,0.7,2.2,22.6,kuminjo01
287,Kyle Kuzma,29,PF,1936,6.9,2.8,0.7,0.4,2.7,17.9,kuzmaky01
288,Skal Labissiere,28,PF,12,9.0,3.0,0.0,0.0,0.0,15.0,labissk01
289,Jock Landale,29,C,500,9.9,2.7,0.9,0.7,1.5,14.4,landajo01
290,Jake LaRavia,23,PF,1349,6.9,4.2,1.7,0.6,2.3,12.2,laravja01
291,Pelle Larsson,23,SG,782,4.2,3.0,1.5,0.3,1.1,11.6,larsspe01
292,Zach LaVine,29,SG,2602,4.4,4.3,0.8,0.2,2.9,23.9,lavinza01
293,A.J. Lawson,24,SG,486,6.4,2.3,1.0,0.4,1.1,17.5,lawsoaj01
294,Damion Lee,32,SG,144,5.0,2.7,1.5,0.0,2.5,20.7,leeda03
295,Alex Len,31,C,380,9.0,3.6,0.9,2.0,1.9,7.0,lenal01
296,Kawhi Leonard,33,SF,1180,6.7,3.5,1.8,0.5,2.2,24.3,leonaka01
297,Malevy Leons,25,SF,21,5.1,1.7,0.0,0.0,1.7,3.4,leonsma01
298,Caris LeVert,30,SG,1596,4.6,4.8,1.3,0.7,1.7,17.5,leverca01
299,Maxwell Lewis,22,SF,327,6.1,2.1,1.0,0.8,1.5,12.8,lewisma05
300,E.J. Liddell,24,PF,53,6.1,2.0,0.7,0.7,1.4,14.3,liddeej01
301,Damian Lillard,34,PG,2093,4.7,7.1,1.2,0.2,2.8,24.9,lillada01
302,Dereck Lively II,20,C,833,11.7,3.7,0.9,2.4,1.8,13.6,livelde01
303,Chris Livingston,21,SF,106,11.9,1.7,1.7,0.0,2.0,10.2,livinch01
304,Kevon Looney,28,C,1142,14.6,3.7,1.5,1.2,1.2,10.8,looneke01
305,Brook Lopez,36,C,2546,5.7,2.0,0.7,2.1,1.2,14.7,lopezbr01
306,Kevin Love,36,PF,251,13.5,3.2,2.2,0.6,2.0,17.5,loveke01
307,Kyle Lowry,38,PG,659,3.7,5.2,1.8,0.6,1.1,7.5,lowryky01
308,Trey Lyles,29,PF,1349,8.4,2.2,1.1,0.6,1.0,12.0,lylestr01
309,Sandro Mamukelashvili,25,PF,681,9.9,2.5,1.2,0.9,1.4,20.4,mamuksa01
310,Terance Mann,28,SG,1414,5.1,3.1,1.2,0.4,1.2,13.2,mannte01
311,Tre Mann,23,PG,319,4.3,4.4,0.8,0.5,2.8,20.7,manntr01
312,Lauri Markkanen,27,PF,1476,6.8,1.7,0.8,0.4,1.6,21.8,markkla01
313,Naji Marshall,27,SF,1919,6.2,3.9,1.3,0.2,2.1,17.1,marshna01
314,Caleb Martin,29,SF,1218,5.2,2.8,1.4,0.7,1.7,10.5,martica02
315,Cody Martin,29,SF,1173,6.9,3.2,1.7,1.0,1.6,11.0,martico01
316,Jaylen Martin,21,SF,239,6.6,2.6,1.4,0.0,1.8,11.7,martija02
317,KJ Martin,24,PF,912,4.9,1.9,0.7,0.9,0.9,10.8,martike04
318,Tyrese Martin,25,SG,1315,6.0,3.3,0.9,0.2,2.0,14.3,martity01
319,Garrison Mathews,28,SG,830,3.8,2.6,1.1,0.7,1.3,15.3,mathega01
320,Bennedict Mathurin,22,SF,2149,6.4,2.3,0.8,0.4,2.3,19.4,mathube01
321,Karlo Matkovic,23,PF,791,9.5,2.1,1.0,1.9,2.0,14.8,matkoka01
322,Tyrese Maxey,24,PG,1960,3.2,5.8,1.7,0.4,2.3,25.1,maxeyty01
323,Miles McBride,24,SG,1593,3.6,4.2,1.5,0.4,0.9,13.8,mcbrimi01
324,Jared McCain,20,SG,592,3.4,3.6,0.9,0.0,2.3,21.4,mccaija01
325,Mac McClung,26,SG,10,3.6,10.8,0.0,0.0,0.0,0.0,mccluma01
326,CJ McCollum,33,PG,1832,4.2,4.5,0.9,0.5,2.1,23.2,mccolcj01
327,T.J. McConnell,32,PG,1415,4.9,8.9,2.1,0.5,2.8,18.3,mccontj01
328,Kevin McCullar Jr.,23,SF,29,9.9,2.5,1.2,1.2,0.0,7.4,mcculke01
329,Jaden McDaniels,24,PF,2614,6.5,2.2,1.5,1.0,1.3,13.8,mcdanja02
330,Jalen McDaniels,27,SF,7,0.0,5.1,5.1,0.0,0.0,0.0,mcdanja01
331,Doug McDermott,33,SF,342,2.3,0.7,0.4,0.2,0.6,15.5,mcderdo01
332,Bryce McGowens,22,SG,32,3.4,2.3,1.1,0.0,4.5,14.6,mcgowbr01
333,Jordan McLaughlin,28,PG,314,3.4,5.8,1.8,0.1,1.8,11.2,mclaujo01
334,Jack McVeigh,28,PF,43,4.2,0.8,0.0,1.7,1.7,11.7,mcveija01
335,De'Anthony Melton,26,SG,121,6.0,5.1,2.1,0.6,3.0,18.4,meltode01
336,Sam Merrill,28,SG,1401,4.0,2.8,1.4,0.4,0.9,13.1,merrisa01
337,Vasilije Micic,31,PG,785,4.1,5.9,0.7,0.0,3.5,12.3,micicva01
338,Khris Middleton,33,SF,843,5.9,6.4,1.5,0.3,2.4,18.8,middlkh01
339,Brandon Miller,22,SF,924,5.1,3.8,1.1,0.8,3.0,22.1,millebr02
340,Emanuel Miller,24,PF,25,11.5,2.9,1.4,0.0,0.0,14.4,milleem01
341,Jordan Miller,25,SF,420,5.0,2.9,1.5,0.4,2.2,13.0,millejo02
342,Leonard Miller,21,SF,32,12.4,0.0,2.3,1.1,2.3,22.5,millele01
343,Dariq Whitehead,20,SF,246,4.2,1.8,0.9,0.1,2.2,16.7,whiteda01
344,Patty Mills,36,PG,321,2.5,2.9,1.5,0.3,1.9,12.4,millspa02
345,Shake Milton,28,SG,837,4.5,4.4,1.1,0.2,1.7,13.5,miltosh01
346,Justin Minaya,25,SF,101,3.6,2.5,2.1,0.4,1.8,6.4,minayju01
347,Riley Minix,24,SF,7,10.3,0.0,0.0,0.0,0.0,0.0,minixri01
348,Josh Minott,22,SF,276,6.1,2.3,2.0,1.6,1.4,15.5,minotjo01
349,Yves Missi,20,C,1956,11.1,1.8,0.7,1.8,1.5,12.2,missiyv01
350,Ajay Mitchell,22,SG,597,4.1,3.9,1.5,0.2,1.7,14.1,mitchaj01
351,Davion Mitchell,26,PG,2027,3.0,6.4,1.3,0.3,2.3,10.4,mitchda01
352,Donovan Mitchell,28,SG,2232,5.2,5.7,1.5,0.3,2.4,27.4,mitchdo01
353,Evan Mobley,23,PF,2167,10.9,3.8,1.0,1.9,2.4,21.9,mobleev01
354,Isaiah Mobley,25,PF,17,8.5,10.6,2.1,2.1,0.0,12.7,mobleis01
355,Jonathan Mogbo,23,PF,1286,8.7,4.1,1.5,1.0,2.0,10.9,mogbojo01
356,Malik Monk,26,SG,2054,4.3,6.3,1.1,0.7,2.8,19.6,monkma01
357,Moses Moody,22,SG,1649,4.1,2.1,1.3,0.7,1.2,15.8,moodymo01
358,Taze Moore,26,SG,20,14.4,1.8,3.6,0.0,3.6,10.8,mooreta02
359,Wendell Moore Jr.,23,SG,499,6.9,3.0,1.4,0.4,1.9,10.8,moorewe01
360,Ja Morant,25,PG,1519,4.9,8.6,1.4,0.3,4.4,27.5,moranja01
361,Markieff Morris,35,PF,165,5.0,4.6,0.4,0.7,1.1,12.2,morrima02
362,Monte Morris,29,PG,571,4.2,4.6,1.3,0.2,1.3,14.7,morrimo01
363,Trey Murphy III,24,SF,1854,5.2,3.7,1.1,0.8,2.0,21.8,murphtr02
364,Dejounte Murray,28,PG,1012,7.1,8.1,2.2,0.4,3.8,19.3,murrade01
365,Jamal Murray,27,PG,2418,3.9,6.0,1.4,0.5,2.1,21.4,murraja01
366,Keegan Murray,24,PF,2610,7.0,1.5,0.8,1.0,0.8,13.0,murrake02
367,Kris Murray,24,SF,1040,6.3,2.4,1.2,0.6,1.5,9.9,murrakr01
368,Svi Mykhailiuk,27,SF,760,4.3,3.6,0.9,0.3,2.5,15.8,mykhasv01
369,Larry Nance Jr.,32,PF,463,8.0,3.0,1.6,1.0,1.2,15.8,nancela02
370,Pete Nance,24,C,138,5.5,2.6,0.5,0.5,1.0,9.9,nancepe01
371,Andrew Nembhard,25,SG,1881,4.1,6.2,1.5,0.2,2.1,12.5,nembhan01
372,Aaron Nesmith,25,SF,1123,5.7,1.7,1.1,0.5,1.2,17.3,nesmiaa01
373,Tristen Newton,23,SG,16,9.0,4.5,2.3,0.0,4.5,6.8,newtotr01
374,Georges Niang,31,PF,1697,5.8,2.4,0.6,0.3,1.7,16.6,niangge01
375,Daishen Nix,22,PG,13,11.1,8.3,0.0,0.0,11.1,2.8,nixda01
376,Zeke Nnaji,24,PF,608,5.3,1.4,1.5,2.3,0.8,10.9,nnajize01
377,Miles Norris,24,PF,35,9.3,0.0,2.1,1.0,0.0,7.2,norrimi01
378,Jaylen Nowell,25,SG,168,4.3,3.9,0.2,0.9,1.7,14.4,nowelja01
379,Jusuf Nurkic,30,C,1063,13.5,3.9,1.4,1.2,3.3,15.3,nurkiju01
380,Royce O'Neale,31,SF,1837,6.8,3.2,1.3,0.7,1.3,13.3,onealro01
381,Jahlil Okafor,29,C,3,12.0,12.0,0.0,0.0,0.0,0.0,okafoja01
382,Chuma Okeke,26,PF,196,8.6,2.8,0.9,0.7,0.6,9.7,okekech01
383,Josh Okogie,26,SG,625,6.5,1.9,2.8,1.0,1.8,16.3,okogijo01
384,Onyeka Okongwu,24,C,2064,11.5,2.9,1.2,1.2,1.6,17.2,okongon01
385,Isaac Okoro,24,SG,1053,4.4,2.3,1.1,0.5,0.8,11.5,okorois01
386,Quincy Olivari,23,PG,10,0.0,3.6,0.0,0.0,3.6,10.8,olivaqu01
387,Kelly Olynyk,33,C,891,8.3,5.2,1.3,0.8,3.1,15.5,olynyke01
388,Kelly Oubre Jr.,29,SF,2078,6.4,1.9,1.6,0.5,1.4,15.7,oubreke01
389,Chris Paul,39,PG,2292,4.6,9.5,1.6,0.3,2.0,11.4,paulch01
390,Cameron Payne,30,PG,1090,3.4,6.7,1.3,0.5,1.7,16.5,payneca01
391,Elfrid Payton,30,PG,511,5.6,11.7,1.7,0.8,4.2,6.0,paytoel01
392,Gary Payton II,32,SG,927,7.2,3.2,2.0,0.7,1.5,15.5,paytoga02
393,Drew Peterson,25,PF,186,7.7,2.5,1.0,0.4,1.5,10.5,peterdr01
394,Julian Phillips,21,SF,1123,5.4,1.3,1.2,0.6,0.9,11.7,phillju01
395,Jalen Pickett,25,SG,666,3.8,5.8,1.0,0.3,1.3,10.8,pickeja02
396,Scotty Pippen Jr.,24,PG,1683,5.5,7.4,2.2,0.6,3.0,16.7,pippesc02
397,Daeqwon Plowden,26,SG,72,5.5,1.0,0.0,0.0,2.0,21.5,plowdda01
398,Mason Plumlee,34,C,1300,12.6,3.7,0.9,1.3,1.6,9.2,plumlma01
399,Brandin Podziemski,21,SG,1716,6.8,4.6,1.4,0.3,1.6,15.7,podzibr01
400,Jakob Poeltl,29,C,1686,11.7,3.4,1.4,1.5,2.4,17.6,poeltja01
401,Jordan Poole,25,SG,2001,3.7,5.5,1.5,0.5,3.7,25.0,poolejo01
402,Craig Porter Jr.,24,PG,513,4.7,5.0,1.2,1.1,2.7,13.2,portecr01
403,Kevin Porter Jr.,24,SG,1482,6.8,6.2,2.0,0.3,3.3,18.7,porteke02
404,Michael Porter Jr.,26,SF,2593,7.5,2.3,0.7,0.5,1.4,19.4,portemi01
405,Bobby Portis,29,PF,1244,11.9,3.0,1.0,0.8,1.6,19.7,portibo01
